rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,Exclusive
2240,Skylanders: Trap Team,X360,Xbox 360,Microsoft,7th,N,2014,Action,Activision,0.54,0.31,0,0.08,0.93,Non-Exclusive
13123,Slam Dunk SD Heat Up!!,SNES,Super Nintendo,Nintendo,4th,N,1995,Sports,Namco Bandai Games,0,0,0.05,0,0.05,Exclusive
6310,Slam Dunk: Yonkyo Taiketsu!!,SNES,Super Nintendo,Nintendo,4th,N,1994,Sports,Namco Bandai Games,0,0,0.27,0,0.27,Exclusive
11442,Slam 'n Jam '96 featuring Magic & Kareem,PS,PlayStation,SONY,5th,N,1995,Sports,Crystal Dynamics,0.04,0.03,0,0.01,0.08,Exclusive
9846,Slayers,SNES,Super Nintendo,Nintendo,4th,N,1994,Role-Playing,Banpresto,0,0,0.12,0,0.12,Exclusive
11420,Slayers Royal,PS,PlayStation,SONY,5th,N,1998,Role-Playing,Kadokawa Shoten,0,0,0.08,0.01,0.08,Exclusive
11651,Slayers Royal 2,SAT,Sega Saturn,SEGA,5th,N,1998,Role-Playing,Kadokawa Shoten,0,0,0.08,0,0.08,Exclusive
12813,Sled Shred featuring the Jamaican Bobsled Team,Wii,Nintendo Wii,Nintendo,7th,N,2010,Sports,SouthPeak Games,0.05,0,0,0,0.06,Exclusive
1140,Sled Storm,PS,PlayStation,SONY,5th,N,1998,Racing,Electronic Arts,0.9,0.61,0,0.11,1.62,Exclusive
1950,Sleeping Dogs,PS3,PlayStation 3,SONY,7th,N,2012,Action,Square Enix,0.31,0.5,0.05,0.19,1.06,Non-Exclusive
2358,Sleeping Dogs,X360,Xbox 360,Microsoft,7th,N,2012,Action,Square Enix,0.38,0.41,0.01,0.08,0.88,Non-Exclusive
13891,Sleepover Party,Wii,Nintendo Wii,Nintendo,7th,N,2009,Misc,Ubisoft,0.03,0,0,0,0.04,Exclusive
16272,Slide Adventure: Mag Kid,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Nintendo,0,0,0.01,0,0.01,Exclusive
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,Nintendo 3DS,Nintendo,8th,Y,2011,Role-Playing,Square Enix,0,0,0.13,0,0.13,Exclusive
5140,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,GBA,Game Boy Advance,Nintendo,6th,Y,2003,Adventure,Square Enix,0,0,0.36,0.01,0.37,Exclusive
7518,Sloane to MacHale no Nazo no Monogatari,DS,Nintendo DS,Nintendo,7th,Y,2009,Puzzle,Level 5,0,0,0.2,0,0.2,Exclusive
11192,Sloane to MacHale no Nazo no Monogatari 2,DS,Nintendo DS,Nintendo,7th,Y,2009,Puzzle,Level 5,0,0,0.09,0,0.09,Exclusive
16490,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,PlayStation Portable,SONY,7th,Y,2010,Misc,Dorart,0,0,0.01,0,0.01,Exclusive
963,Sly 2: Band of Thieves,PS2,PlayStation 2,SONY,6th,N,2004,Platform,Sony Computer Entertainment,0.88,0.69,0,0.23,1.81,Exclusive
2496,Sly 3: Honor Among Thieves,PS2,PlayStation 2,SONY,6th,N,2005,Platform,Sony Computer Entertainment,0.69,0.03,0,0.11,0.83,Exclusive
1657,Sly Cooper and the Thievius Raccoonus,PS2,PlayStation 2,SONY,6th,N,2002,Platform,Sony Computer Entertainment,1.03,0.14,0,0.04,1.21,Exclusive
3636,Sly Cooper: Thieves in Time,PS3,PlayStation 3,SONY,7th,N,2013,Platform,Sony Computer Entertainment Europe,0.35,0.13,0,0.08,0.55,Exclusive
3307,Small Soldiers,PS,PlayStation,SONY,5th,N,1998,Platform,Electronic Arts,0.34,0.23,0,0.04,0.61,Exclusive
11394,Smart Bomb,PSP,PlayStation Portable,SONY,7th,Y,2005,Puzzle,Eidos Interactive,0.07,0,0,0.01,0.08,Exclusive
9499,Smart Boy's Gameroom,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,505 Games,0.12,0,0,0.01,0.13,Exclusive
12297,Smart Boy's Toys Club,DS,Nintendo DS,Nintendo,7th,Y,2008,Misc,505 Games,0.06,0,0,0,0.06,Exclusive
16487,Smart Boy's Winter Wonderland,DS,Nintendo DS,Nintendo,7th,Y,2008,Misc,UFO Interactive,0.01,0,0,0,0.01,Exclusive
5410,Smart Girl's Party Game,DS,Nintendo DS,Nintendo,7th,Y,2008,Misc,505 Games,0.31,0,0,0.02,0.34,Exclusive
6504,Smart Girl's Playhouse,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,505 Games,0.24,0,0,0.02,0.26,Exclusive
14325,Smart Girl's Winter Wonderland,DS,Nintendo DS,Nintendo,7th,Y,2008,Misc,UFO Interactive,0.03,0,0,0,0.03,Exclusive
16003,Smart Kid's Mega Game Mix,DS,Nintendo DS,Nintendo,7th,Y,2009,Misc,UFO Interactive,0.01,0,0,0,0.01,Exclusive
13175,Smart Kid's Party Fun Pak,DS,Nintendo DS,Nintendo,7th,Y,2008,Misc,UFO Interactive,0.05,0,0,0,0.05,Exclusive
1324,Smarty Pants,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Electronic Arts,0.53,0.76,0,0.16,1.45,Exclusive
10011,Smash Cars,PS2,PlayStation 2,SONY,6th,N,2003,Racing,Metro 3D,0.06,0.04,0,0.01,0.11,Exclusive
13283,Smash Court Tennis 3,PSP,PlayStation Portable,SONY,7th,Y,2007,Sports,Namco Bandai Games,0.01,0.01,0.01,0.01,0.05,Non-Exclusive
10183,Smash Court Tennis 3,X360,Xbox 360,Microsoft,7th,N,2007,Sports,Atari,0.08,0.02,0,0.01,0.11,Non-Exclusive
8245,Smash Court Tennis Pro Tournament,PS2,PlayStation 2,SONY,6th,N,2002,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17,Exclusive
9646,Smash Court Tennis Pro Tournament 2,PS2,PlayStation 2,SONY,6th,N,2004,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13,Exclusive
14002,Smashing Drive,XB,Xbox,Microsoft,6th,N,2002,Racing,Namco Bandai Games,0.03,0.01,0,0,0.04,Non-Exclusive
14493,Smashing Drive,GBA,Game Boy Advance,Nintendo,6th,Y,2004,Racing,Zoo Digital Publishing,0.02,0.01,0,0,0.03,Non-Exclusive
12522,Smile PreCure! Let's Go! Marchen World,3DS,Nintendo 3DS,Nintendo,8th,Y,2012,Action,Namco Bandai Games,0,0,0.06,0,0.06,Exclusive
16169,Smiley World: Island Challenge,DS,Nintendo DS,Nintendo,7th,Y,2009,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01,Exclusive
1187,Smuggler's Run,PS2,PlayStation 2,SONY,6th,N,2000,Racing,Take-Two Interactive,0.77,0.6,0,0.2,1.56,Non-Exclusive
16273,Smuggler's Run,GBA,Game Boy Advance,Nintendo,6th,Y,2002,Racing,Rebellion,0.01,0,0,0,0.01,Non-Exclusive
11450,Smuggler's Run: Warzones,GC,GameCube,Nintendo,6th,N,2002,Misc,Take-Two Interactive,0.06,0.02,0,0,0.08,Exclusive
10672,Sneakers,XB,Xbox,Microsoft,6th,N,2002,Puzzle,Microsoft Game Studios,0.07,0.02,0,0,0.1,Exclusive
7753,Sniper Elite,PS2,PlayStation 2,SONY,6th,N,2005,Shooter,Ubisoft,0.1,0.07,0,0.02,0.19,Non-Exclusive
11121,Sniper Elite,XB,Xbox,Microsoft,6th,N,2005,Shooter,Ubisoft,0.07,0.02,0,0,0.09,Non-Exclusive
9910,Sniper Elite,Wii,Nintendo Wii,Nintendo,7th,N,2010,Shooter,Reef Entertainment,0.08,0.03,0,0.01,0.12,Non-Exclusive
5715,Sniper Elite 3,PS3,PlayStation 3,SONY,7th,N,2014,Shooter,505 Games,0.1,0.15,0,0.06,0.31,Non-Exclusive
5618,Sniper Elite 3,X360,Xbox 360,Microsoft,7th,N,2014,Shooter,505 Games,0.16,0.14,0,0.03,0.32,Non-Exclusive
2120,Sniper Elite V2,PS3,PlayStation 3,SONY,7th,N,2012,Shooter,505 Games,0.38,0.39,0.06,0.15,0.98,Non-Exclusive
2453,Sniper Elite V2,X360,Xbox 360,Microsoft,7th,N,2012,Shooter,505 Games,0.46,0.29,0.02,0.07,0.85,Non-Exclusive
15272,Sniper Elite V2,WiiU,Nintendo WiiU,Nintendo,8th,N,2013,Shooter,505 Games,0,0.02,0,0,0.02,Non-Exclusive
1758,Sniper: Ghost Warrior,X360,Xbox 360,Microsoft,7th,N,2010,Shooter,City Interactive,0.54,0.51,0,0.12,1.16,Non-Exclusive
2595,Sniper: Ghost Warrior,PS3,PlayStation 3,SONY,7th,N,2011,Shooter,City Interactive,0.26,0.36,0.04,0.14,0.8,Non-Exclusive
5307,Sniper: Ghost Warrior 2,PS3,PlayStation 3,SONY,7th,N,2013,Shooter,City Interactive,0.05,0.19,0.03,0.07,0.35,Non-Exclusive
7301,Sniper: Ghost Warrior 2,X360,Xbox 360,Microsoft,7th,N,2013,Shooter,City Interactive,0.06,0.13,0,0.02,0.22,Non-Exclusive
7841,SNK Arcade Classics Vol. 1,PS2,PlayStation 2,SONY,6th,N,2008,Misc,Ignition Entertainment,0.09,0.07,0,0.02,0.19,Non-Exclusive
11885,SNK Arcade Classics Vol. 1,Wii,Nintendo Wii,Nintendo,7th,N,2008,Misc,Ignition Entertainment,0.06,0,0,0.01,0.07,Non-Exclusive
10811,SNK vs. Capcom Card Fighters DS,DS,Nintendo DS,Nintendo,7th,Y,2006,Strategy,Ignition Entertainment,0.09,0,0,0.01,0.1,Exclusive
10618,SNK vs. Capcom: SVC Chaos,XB,Xbox,Microsoft,6th,N,2004,Fighting,Ignition Entertainment,0.08,0.02,0,0,0.1,Exclusive
9262,SNK vs. Capcom: The Match of the Millennium,PS2,PlayStation 2,SONY,6th,N,2006,Fighting,Sega,0,0.02,0,0.12,0.14,Exclusive
2245,SnoCross Championship Racing,PS,PlayStation,SONY,5th,N,1999,Racing,Ubisoft,0.52,0.35,0,0.06,0.93,Exclusive
9597,Snood,GBA,Game Boy Advance,Nintendo,6th,Y,2001,Puzzle,"Destination Software, Inc",0.09,0.03,0,0,0.13,Exclusive
16500,Snood 2: On Vacation,GBA,Game Boy Advance,Nintendo,6th,Y,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01,Exclusive
13322,Snoopy vs the Red Baron,PSP,PlayStation Portable,SONY,7th,Y,2006,Adventure,Namco Bandai Games,0.04,0,0,0,0.05,Exclusive
15545,Snow Portable,PSP,PlayStation Portable,SONY,7th,Y,2007,Adventure,Prototype,0,0,0.02,0,0.02,Exclusive
7626,Snowboard Kids,N64,Nintendo 64,Nintendo,5th,N,1996,Sports,Atlus,0.16,0.04,0,0,0.2,Exclusive
10218,Snowboard Kids 2,N64,Nintendo 64,Nintendo,5th,N,1999,Sports,Atlus,0.09,0.02,0,0,0.11,Exclusive
6070,Snowboarding,PS,PlayStation,SONY,5th,N,2000,Sports,Midas Interactive Entertainment,0.16,0.11,0,0.02,0.29,Exclusive
870,Soccer,NES,Nintendo Entertainment System,Nintendo,3rd,N,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96,Exclusive
3671,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PS2,PlayStation 2,SONY,6th,N,2002,Sports,Sega,0,0,0.55,0,0.55,Exclusive
9441,Soccer Tsuku DS: World Challenge 2010,DS,Nintendo DS,Nintendo,7th,Y,2010,Sports,Sega,0,0,0.13,0,0.13,Exclusive
8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,Dreamcast,SEGA,6th,N,2000,Sports,Sega,0,0,0.18,0,0.18,Exclusive
9609,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,PlayStation 3,SONY,7th,N,2013,Sports,Sega,0,0,0.13,0,0.13,Exclusive
1059,SOCOM 3: U.S. Navy SEALs,PS2,PlayStation 2,SONY,6th,N,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,Exclusive
2300,SOCOM 4: U.S. Navy SEALs,PS3,PlayStation 3,SONY,7th,N,2011,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9,Exclusive
486,SOCOM II: U.S. Navy SEALs,PS2,PlayStation 2,SONY,6th,N,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,Exclusive
5266,SOCOM: Tactical Strike,PSP,PlayStation Portable,SONY,7th,Y,2007,Shooter,Sony Computer Entertainment,0.32,0.01,0,0.03,0.35,Exclusive
343,SOCOM: U.S. Navy SEALs,PS2,PlayStation 2,SONY,6th,N,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,Exclusive
1584,SOCOM: U.S. Navy SEALs Confrontation,PS3,PlayStation 3,SONY,7th,N,2008,Shooter,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25,Exclusive
1827,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,PlayStation Portable,SONY,7th,Y,2005,Shooter,Sony Computer Entertainment,1.03,0,0.01,0.08,1.12,Exclusive
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,PlayStation Portable,SONY,7th,Y,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05,Exclusive
4384,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,PlayStation Portable,SONY,7th,Y,2010,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.45,Exclusive
834,SOCOM: U.S. Navy SEALs: Combined Assault,PS2,PlayStation 2,SONY,6th,N,2006,Shooter,Sony Computer Entertainment,1.74,0.02,0,0.28,2.04,Exclusive
14640,Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,PlayStation Portable,SONY,7th,Y,2010,Adventure,Idea Factory,0,0,0.03,0,0.03,Exclusive
10788,Sol Trigger,PSP,PlayStation Portable,SONY,7th,Y,2012,Role-Playing,Image Epoch,0,0,0.1,0,0.1,Exclusive
1680,SolarStriker,GB,Game Boy,Nintendo,4th,Y,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2,Exclusive
7441,Solatorobo: Red the Hunter,DS,Nintendo DS,Nintendo,7th,Y,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21,Exclusive
7089,Soldier of Fortune II: Double Helix,XB,Xbox,Microsoft,6th,N,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23,Exclusive
3620,Soldier of Fortune: Gold Edition,PS2,PlayStation 2,SONY,6th,N,2001,Shooter,Codemasters,0.27,0.21,0,0.07,0.56,Exclusive
8881,Soldier of Fortune: Payback,PS3,PlayStation 3,SONY,7th,N,2007,Shooter,Activision,0.12,0.02,0,0.01,0.15,Non-Exclusive
7666,Soldier of Fortune: Payback,X360,Xbox 360,Microsoft,7th,N,2007,Shooter,Activision,0.18,0.01,0,0.01,0.2,Non-Exclusive
9699,Solitaire & Mahjong,Wii,Nintendo Wii,Nintendo,7th,N,2009,Puzzle,Crave Entertainment,0.11,0,0,0.01,0.12,Exclusive
4617,Solitaire Overload,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Telegames,0.39,0,0,0.03,0.42,Exclusive
8358,Solitaire Overload Plus,DS,Nintendo DS,Nintendo,7th,Y,2010,Misc,Telegames,0.16,0,0,0.01,0.17,Exclusive
10203,Soma Bringer,DS,Nintendo DS,Nintendo,7th,Y,2008,Role-Playing,Nintendo,0,0,0.11,0,0.11,Exclusive
12390,Song of the Deep,PS4,PlayStation 4,SONY,8th,N,2016,Action,Insomniac Games,0.05,0,0,0.01,0.06,Non-Exclusive
13873,Song of the Deep,XOne,Xbox One,Microsoft,8th,N,2016,Action,Insomniac Games,0.03,0,0,0,0.04,Non-Exclusive
3705,Sonic & All-Stars Racing Transformed,PS3,PlayStation 3,SONY,7th,N,2012,Racing,Sega,0.08,0.33,0.01,0.11,0.54,Non-Exclusive
3224,Sonic & All-Stars Racing Transformed,X360,Xbox 360,Microsoft,7th,N,2012,Racing,Sega,0.2,0.37,0,0.06,0.63,Non-Exclusive
3795,Sonic & All-Stars Racing Transformed,WiiU,Nintendo WiiU,Nintendo,8th,N,2012,Racing,Sega,0.2,0.27,0.02,0.05,0.53,Non-Exclusive
954,Sonic & Knuckles,GEN,Sega Genesis,SEGA,4th,N,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82,Exclusive
2112,Sonic & Sega All-Stars Racing,PS3,PlayStation 3,SONY,7th,N,2010,Racing,Sega,0.36,0.46,0,0.17,0.98,Non-Exclusive
1244,Sonic & Sega All-Stars Racing,Wii,Nintendo Wii,Nintendo,7th,N,2010,Racing,Sega,0.65,0.71,0,0.15,1.51,Non-Exclusive
2577,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,Xbox 360,Microsoft,7th,N,2010,Racing,Sega,0.37,0.35,0,0.07,0.8,Exclusive
722,Sonic Advance,GBA,Game Boy Advance,Nintendo,6th,Y,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,Exclusive
8983,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,Game Boy Advance,Nintendo,6th,Y,2005,Misc,Sega,0.1,0.04,0,0,0.15,Exclusive
965,Sonic Advance 2,GBA,Game Boy Advance,Nintendo,6th,Y,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8,Exclusive
1386,Sonic Advance 3,GBA,Game Boy Advance,Nintendo,6th,Y,2004,Platform,THQ,0.74,0.52,0.08,0.06,1.4,Exclusive
638,Sonic Adventure,DC,Dreamcast,SEGA,6th,N,1998,Platform,Sega,1.26,0.61,0.46,0.08,2.42,Exclusive
9844,Sonic Adventure 2,DC,Dreamcast,SEGA,6th,N,2001,Platform,Sega,0,0,0.12,0,0.12,Exclusive
602,Sonic Adventure 2 Battle,GC,GameCube,Nintendo,6th,N,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56,Exclusive
1567,Sonic Adventure DX: Director's Cut,GC,GameCube,Nintendo,6th,N,2003,Platform,Sega,0.87,0.3,0.06,0.03,1.27,Exclusive
1770,Sonic and the Black Knight,Wii,Nintendo Wii,Nintendo,7th,N,2009,Platform,Sega,0.69,0.35,0.01,0.11,1.15,Exclusive
543,Sonic and the Secret Rings,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77,Exclusive
14309,Sonic Boom: Fire & Ice,3DS,Nintendo 3DS,Nintendo,8th,Y,2016,Platform,Sega,0.03,0,0,0,0.03,Exclusive
5490,Sonic Boom: Rise of Lyric,WiiU,Nintendo WiiU,Nintendo,8th,N,2014,Action,Sega,0.21,0.09,0,0.03,0.33,Exclusive
6045,Sonic Boom: Shattered Crystal,3DS,Nintendo 3DS,Nintendo,8th,Y,2014,Action,Sega,0.17,0.09,0,0.03,0.29,Exclusive
1263,Sonic CD,SCD,Sega CD,SEGA,4th,N,1993,Platform,Sega,1,0.36,0.09,0.05,1.5,Exclusive
2333,Sonic Chronicles: The Dark Brotherhood,DS,Nintendo DS,Nintendo,7th,Y,2008,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89,Exclusive
861,Sonic Classic Collection,DS,Nintendo DS,Nintendo,7th,Y,2010,Platform,Sega,0.99,0.8,0,0.18,1.97,Exclusive
1021,Sonic Colors,Wii,Nintendo Wii,Nintendo,7th,N,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74,Exclusive
1894,Sonic Free Riders,X360,Xbox 360,Microsoft,7th,N,2010,Racing,Sega,0.74,0.26,0,0.09,1.09,Exclusive
1129,Sonic Generations,PS3,PlayStation 3,SONY,7th,N,2011,Platform,Sega,0.6,0.73,0.02,0.28,1.63,Non-Exclusive
1361,Sonic Generations,X360,Xbox 360,Microsoft,7th,N,2011,Platform,Sega,0.71,0.57,0,0.14,1.42,Non-Exclusive
2046,Sonic Generations,3DS,Nintendo 3DS,Nintendo,8th,Y,2011,Platform,Sega,0.44,0.46,0.01,0.09,1.01,Non-Exclusive
481,Sonic Heroes,PS2,PlayStation 2,SONY,6th,N,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,Non-Exclusive
1159,Sonic Heroes,GC,GameCube,Nintendo,6th,N,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6,Non-Exclusive
2309,Sonic Heroes,XB,Xbox,Microsoft,6th,N,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9,Non-Exclusive
9661,Sonic Jam,SAT,Sega Saturn,SEGA,5th,N,1997,Platform,Sega,0,0,0.12,0,0.12,Exclusive
4858,Sonic Lost World,WiiU,Nintendo WiiU,Nintendo,8th,N,2013,Platform,Sega,0.24,0.12,0.01,0.03,0.4,Exclusive
827,Sonic Mega Collection,GC,GameCube,Nintendo,6th,N,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05,Exclusive
496,Sonic Mega Collection Plus,PS2,PlayStation 2,SONY,6th,N,2004,Misc,Sega,1.54,1.14,0,0.22,2.9,Non-Exclusive
2292,Sonic Mega Collection Plus,XB,Xbox,Microsoft,6th,N,2004,Misc,Sega,0.61,0.26,0,0.04,0.91,Non-Exclusive
3952,Sonic Riders,PS2,PlayStation 2,SONY,6th,N,2006,Racing,Sega,0.42,0.02,0,0.07,0.5,Non-Exclusive
2269,Sonic Riders,GC,GameCube,Nintendo,6th,N,2006,Racing,Sega,0.71,0.18,0,0.03,0.92,Non-Exclusive
9488,Sonic Riders,XB,Xbox,Microsoft,6th,N,2006,Racing,Sega,0.1,0.03,0,0,0.13,Non-Exclusive
8177,Sonic Riders: Zero Gravity,PS2,PlayStation 2,SONY,6th,N,2008,Racing,Sega,0.09,0.07,0,0.02,0.18,Non-Exclusive
2230,Sonic Riders: Zero Gravity,Wii,Nintendo Wii,Nintendo,7th,N,2008,Racing,Sega,0.5,0.32,0.02,0.1,0.93,Non-Exclusive
1336,Sonic Rivals,PSP,PlayStation Portable,SONY,7th,Y,2006,Racing,Sega,0.73,0.42,0,0.28,1.44,Exclusive
1231,Sonic Rivals 2,PSP,PlayStation Portable,SONY,7th,Y,2007,Racing,Sega,0.44,0.69,0,0.39,1.52,Exclusive
438,Sonic Rush,DS,Nintendo DS,Nintendo,7th,Y,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15,Exclusive
1726,Sonic Rush Adventure,DS,Nintendo DS,Nintendo,7th,Y,2007,Platform,Sega,0.54,0.49,0.01,0.12,1.17,Exclusive
255,Sonic the Hedgehog,GEN,Sega Genesis,SEGA,4th,N,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,Non-Exclusive
1717,Sonic the Hedgehog,PS3,PlayStation 3,SONY,7th,N,2006,Platform,Sega,0.41,0.07,0.04,0.66,1.18,Non-Exclusive
1985,Sonic the Hedgehog,X360,Xbox 360,Microsoft,7th,N,2006,Platform,Sega,0.44,0.49,0,0.11,1.05,Non-Exclusive
144,Sonic the Hedgehog 2,GEN,Sega Genesis,SEGA,4th,N,1992,Platform,Sega,4.47,1.2,0.16,0.19,6.03,Exclusive
13527,Sonic the Hedgehog 2 (8-bit),GG,Game Gear,SEGA,4th,Y,1992,Platform,Sega,0,0,0.04,0,0.04,Exclusive
993,Sonic the Hedgehog 3,GEN,Sega Genesis,SEGA,4th,N,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76,Exclusive
2688,Sonic Unleashed,PS2,PlayStation 2,SONY,6th,N,2008,Platform,Sega,0.37,0.04,0,0.36,0.76,Non-Exclusive
740,Sonic Unleashed,Wii,Nintendo Wii,Nintendo,7th,N,2008,Platform,Sega,1.28,0.68,0.02,0.21,2.2,Non-Exclusive
2161,Sonic Unleashed,X360,Xbox 360,Microsoft,7th,N,2008,Platform,Sega,0.54,0.33,0,0.09,0.96,Non-Exclusive
6439,Sonic X: Game Boy Advance Video Volume 1,GBA,Game Boy Advance,Nintendo,6th,Y,2004,Misc,,0.19,0.07,0,0,0.27,Exclusive
708,Sonic's Ultimate Genesis Collection,PS3,PlayStation 3,SONY,7th,N,2009,Misc,Sega,1.34,0.62,0,0.31,2.27,Non-Exclusive
1350,Sonic's Ultimate Genesis Collection,X360,Xbox 360,Microsoft,7th,N,2009,Misc,Sega,0.85,0.46,0,0.13,1.43,Non-Exclusive
16426,SoniPro,3DS,Nintendo 3DS,Nintendo,8th,Y,2014,Adventure,imageepoch Inc.,0,0,0.01,0,0.01,Exclusive
8766,Sonny with a Chance,DS,Nintendo DS,Nintendo,7th,Y,2010,Action,Disney Interactive Studios,0.12,0.02,0,0.01,0.15,Exclusive
11756,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,PlayStation Portable,SONY,7th,Y,2006,Misc,Sega,0,0,0.07,0,0.07,Exclusive
15892,Sora no Otoshimono Forte: Dreamy Season,DS,Nintendo DS,Nintendo,7th,Y,2011,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,Exclusive
15989,Sora no Otoshimono: DokiDoki Summer Vacation,PSP,PlayStation Portable,SONY,7th,Y,2010,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,Exclusive
15963,So-Ra-No-Wo-To: Otome no Gojuusou,PSP,PlayStation Portable,SONY,7th,Y,2010,Adventure,Compile Heart,0,0,0.02,0,0.02,Exclusive
5791,Sorcery,PS3,PlayStation 3,SONY,7th,N,2012,Action,Sony Computer Entertainment,0.14,0.12,0,0.05,0.31,Exclusive
14351,Sorcery Saga: The Curse of the Great Curry God,PSV,PlayStation Vita,SONY,8th,Y,2013,Role-Playing,Rising Star Games,0,0,0.03,0,0.03,Exclusive
6762,Sorry! / Aggravation / Scrabble Junior,GBA,Game Boy Advance,Nintendo,6th,Y,2005,Misc,Zoo Digital Publishing,0.18,0.07,0,0,0.25,Exclusive
16228,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,PlayStation 2,SONY,6th,N,2007,Adventure,Datam Polystar,0,0,0.01,0,0.01,Exclusive
11164,Sotsugyou Crossworld,PS,PlayStation,SONY,5th,N,1996,Simulation,Hearty Robin,0,0,0.08,0.01,0.09,Exclusive
13460,Sotsugyou II: Neo Generation,PS,PlayStation,SONY,5th,N,1995,Simulation,Riverhillsoft,0,0,0.04,0,0.04,Exclusive
9097,Soukaigi,PS,PlayStation,SONY,5th,N,1998,Role-Playing,SquareSoft,0,0,0.13,0.01,0.14,Exclusive
15515,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,PlayStation Portable,SONY,7th,Y,2012,Action,Idea Factory,0,0,0.02,0,0.02,Exclusive
11497,Soul Bubbles,DS,Nintendo DS,Nintendo,7th,Y,2008,Puzzle,Eidos Interactive,0.05,0.02,0,0.01,0.08,Exclusive
14898,Soul Eater: Battle Resonance,PSP,PlayStation Portable,SONY,7th,Y,2009,Action,Namco Bandai Games,0,0,0.03,0,0.03,Exclusive
15767,Soul Eater: Monotone Princess,Wii,Nintendo Wii,Nintendo,7th,N,2008,Action,Square Enix,0,0,0.02,0,0.02,Exclusive
13298,Soul Eater: Plot of Medusa,DS,Nintendo DS,Nintendo,7th,Y,2008,Action,Namco Bandai Games,0,0,0.05,0,0.05,Exclusive
1163,Soul Edge,PS,PlayStation,SONY,5th,N,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59,Exclusive
6208,Soul Nomad & the World Eaters,PS2,PlayStation 2,SONY,6th,N,2007,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.28,Exclusive
3634,Soul Reaver 2,PS2,PlayStation 2,SONY,6th,N,2001,Action,Eidos Interactive,0.27,0.21,0,0.07,0.55,Exclusive
