rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
2473,Borderlands: The Handsome Collection,PS4,PlayStation 4,SONY,8th,N,2015,Shooter,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84
2544,Guitar Hero Live,PS4,PlayStation 4,SONY,8th,N,2015,Misc,Activision,0.32,0.35,0,0.13,0.81
2645,Pro Evolution Soccer 2016,PS4,PlayStation 4,SONY,8th,N,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78
2864,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,PlayStation 4,SONY,8th,N,2015,Action,Square Enix,0.16,0.13,0.37,0.06,0.71
2877,Final Fantasy X/X-2 HD Remaster,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71
2981,Disney Infinity 3.0,PS4,PlayStation 4,SONY,8th,N,2015,Action,Disney Interactive Studios,0.21,0.36,0,0.11,0.68
3037,Minecraft: Story Mode,PS4,PlayStation 4,SONY,8th,N,2015,Adventure,Mojang,0.23,0.33,0,0.11,0.67
3093,F1 2015,PS4,PlayStation 4,SONY,8th,N,2015,Racing,Codemasters,0.09,0.44,0.03,0.09,0.66
3174,LEGO Dimensions,PS4,PlayStation 4,SONY,8th,N,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.32,0,0.1,0.64
3214,God of War III,PS4,PlayStation 4,SONY,8th,N,2015,Action,Sony Computer Entertainment,0.23,0.29,0.01,0.1,0.63
3288,NHL 16,PS4,PlayStation 4,SONY,8th,N,2015,Sports,Electronic Arts,0.35,0.15,0,0.11,0.61
3430,Dark Souls II,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,0.08,0.59
3713,Resident Evil: Revelations 2,PS4,PlayStation 4,SONY,8th,N,2015,Action,Capcom,0.13,0.24,0.1,0.07,0.54
3935,Rory McIlroy PGA Tour,PS4,PlayStation 4,SONY,8th,N,2015,Action,Electronic Arts,0.18,0.24,0,0.08,0.51
4363,One Piece: Pirate Warriors 3,PS4,PlayStation 4,SONY,8th,N,2015,Action,Namco Bandai Games,0.08,0.22,0.1,0.05,0.45
4630,Wolfenstein: The Old Blood,PS4,PlayStation 4,SONY,8th,N,2015,Action,Bethesda Softworks,0.09,0.25,0.02,0.06,0.42
4977,Saints Row IV,PS4,PlayStation 4,SONY,8th,N,2015,Action,Deep Silver,0.13,0.17,0.03,0.06,0.38
5026,Tales of Zestiria,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.38
5141,Dishonored,PS4,PlayStation 4,SONY,8th,N,2015,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37
5159,Rock Band 4,PS4,PlayStation 4,SONY,8th,N,2015,Misc,Harmonix Music Systems,0.25,0.05,0,0.07,0.37
5334,Farming Simulator 2015,PS4,PlayStation 4,SONY,8th,N,2015,Simulation,Koch Media,0.1,0.2,0,0.05,0.35
5347,Just Dance 2016,PS4,PlayStation 4,SONY,8th,N,2015,Misc,Ubisoft,0.16,0.13,0,0.06,0.35
5484,Dead or Alive 5,PS4,PlayStation 4,SONY,8th,N,2015,Fighting,Tecmo Koei,0.09,0.13,0.08,0.04,0.33
5874,DmC: Devil May Cry,PS4,PlayStation 4,SONY,8th,N,2015,Action,Capcom,0.12,0.13,0,0.05,0.3
5884,Tropico 5,PS4,PlayStation 4,SONY,8th,N,2015,Simulation,Kalypso Media,0.05,0.16,0.05,0.04,0.3
5893,Skylanders: SuperChargers,PS4,PlayStation 4,SONY,8th,N,2015,Action,Activision,0.17,0.08,0,0.05,0.3
6261,Deadpool,PS4,PlayStation 4,SONY,8th,N,2015,Action,Activision,0.13,0.1,0,0.05,0.28
6293,Divinity: Original Sin,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Focus Home Interactive,0.09,0.12,0.02,0.04,0.27
6327,Disgaea 5: Alliance of Vengeance,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27
6408,Payday 2,PS4,PlayStation 4,SONY,8th,N,2015,Shooter,505 Games,0.09,0.14,0,0.04,0.27
6620,Tearaway Unfolded,PS4,PlayStation 4,SONY,8th,N,2015,Platform,Sony Computer Entertainment,0.09,0.12,0,0.04,0.25
6695,J Stars Victory Vs.,PS4,PlayStation 4,SONY,8th,N,2015,Fighting,Namco Bandai Games,0.07,0.14,0,0.04,0.25
7009,Sword Art Online: Lost Song,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0,0.04,0.23
7256,Transformers: Devastation,PS4,PlayStation 4,SONY,8th,N,2015,Action,Activision,0.1,0.08,0,0.04,0.22
7282,Darksiders II,PS4,PlayStation 4,SONY,8th,N,2015,Action,Nordic Games,0.09,0.1,0,0.04,0.22
7311,Ride,PS4,PlayStation 4,SONY,8th,N,2015,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22
7634,Tony Hawk's Pro Skater 5,PS4,PlayStation 4,SONY,8th,N,2015,Sports,Activision,0.09,0.08,0,0.03,0.2
7731,Zombie Army Trilogy,PS4,PlayStation 4,SONY,8th,N,2015,Shooter,Rebellion Developments,0.04,0.12,0,0.03,0.2
8234,Back to the Future: The Game,PS4,PlayStation 4,SONY,8th,N,2015,Adventure,Telltale Games,0.1,0.04,0,0.03,0.17
8261,Yakuza Zero: The Place of Oath,PS4,PlayStation 4,SONY,8th,N,2015,Action,Sega,0,0,0.17,0,0.17
8356,NBA Live 16,PS4,PlayStation 4,SONY,8th,N,2015,Sports,Electronic Arts,0.1,0.04,0,0.03,0.17
8379,MotoGP 15,PS4,PlayStation 4,SONY,8th,N,2015,Racing,Milestone S.r.l.,0,0.12,0.03,0.02,0.17
8416,Toukiden Kiwami,PS4,PlayStation 4,SONY,8th,N,2015,Action,Tecmo Koei,0.05,0.07,0.02,0.02,0.17
8450,Senran Kagura: Estival Versus,PS4,PlayStation 4,SONY,8th,N,2015,Action,Marvelous Interactive,0.07,0,0.08,0.02,0.17
8530,Bladestorm: Nightmare,PS4,PlayStation 4,SONY,8th,N,2015,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16
8845,Saint Seiya: Soldiers' Soul,PS4,PlayStation 4,SONY,8th,N,2015,Fighting,Namco Bandai Games,0,0.09,0.04,0.02,0.15
9263,BlazBlue: Chrono Phantasma Extend,PS4,PlayStation 4,SONY,8th,N,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14
9513,Brothers: A Tale of Two Sons,PS4,PlayStation 4,SONY,8th,N,2015,Adventure,505 Games,0.03,0.08,0,0.02,0.13
9578,Gravity Rush Remastered,PS4,PlayStation 4,SONY,8th,N,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
9729,Final Fantasy XIV: Heavensward,PS4,PlayStation 4,SONY,8th,N,2015,Action,Square Enix,0,0.05,0.06,0.01,0.12
9918,Don Bradman Cricket 14,PS4,PlayStation 4,SONY,8th,N,2015,Sports,Tru Blu Entertainment,0.01,0.09,0,0.02,0.12
9991,Sword Art Online: Hollow Fragment,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Namco Bandai Games,0,0.1,0,0.02,0.12
10114,Samurai Warriors 4-II,PS4,PlayStation 4,SONY,8th,N,2015,Action,Tecmo Koei,0.03,0.02,0.06,0.01,0.11
10312,Rugby 15,PS4,PlayStation 4,SONY,8th,N,2015,Sports,Bigben Interactive,0.03,0.06,0,0.02,0.11
10521,God Eater 2: Rage Burst,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Namco Bandai Games,0,0.01,0.09,0,0.1
10583,Wasteland 2,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Deep Silver,0.07,0,0.01,0.02,0.1
10662,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Tecmo Koei,0.01,0.02,0.06,0.01,0.1
10675,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,PlayStation 4,SONY,8th,N,2015,Action,D3Publisher,0,0,0.1,0,0.1
10728,Ultra Street Fighter IV,PS4,PlayStation 4,SONY,8th,N,2015,Fighting,Capcom,0,0.08,0,0.01,0.1
10893,The Crew: Wild Run,PS4,PlayStation 4,SONY,8th,N,2015,Action,Ubisoft,0,0.08,0,0.01,0.09
10906,Devil May Cry 4,PS4,PlayStation 4,SONY,8th,N,2015,Action,Capcom,0.01,0,0.08,0,0.09
11077,Samurai Warriors 4: Empires,PS4,PlayStation 4,SONY,8th,N,2015,Action,Tecmo Koei,0.02,0.01,0.05,0.01,0.09
11185,Adventure Time: Finn & Jake Investigations,PS4,PlayStation 4,SONY,8th,N,2015,Action,Little Orbit,0.03,0.04,0,0.01,0.09
11299,Arslan: The Warriors of Legend,PS4,PlayStation 4,SONY,8th,N,2015,Action,Tecmo Koei,0.02,0.01,0.04,0.01,0.08
11384,God Eater Resurrection,PS4,PlayStation 4,SONY,8th,N,2015,Action,Namco Bandai Games,0,0,0.08,0,0.08
11484,The Witch and the Hundred Knight,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.08
11629,Dragon's Dogma Online,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Capcom,0,0,0.08,0,0.08
11724,Shovel Knight,PS4,PlayStation 4,SONY,8th,N,2015,Platform,Yacht Club Games,0.03,0.03,0,0.01,0.08
11735,Yoru no Nai Kuni,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Tecmo Koei,0,0,0.08,0,0.08
12078,Toy Soldiers: War Chest,PS4,PlayStation 4,SONY,8th,N,2015,Action,Ubisoft,0.06,0,0,0.01,0.07
12105,Grand Ages: Medieval,PS4,PlayStation 4,SONY,8th,N,2015,Strategy,Kalypso Media,0,0.05,0.01,0.01,0.07
12163,The Book of Unwritten Tales 2,PS4,PlayStation 4,SONY,8th,N,2015,Adventure,Nordic Games,0,0.06,0,0.01,0.07
12199,Fairy Fencer F: Advent Dark Force,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Idea Factory International,0.02,0,0.05,0,0.07
12282,Broken Sword 5: The Serpent's Curse,PS4,PlayStation 4,SONY,8th,N,2015,Adventure,Revolution Software,0,0.06,0,0.01,0.06
12328,Legend of Kay,PS4,PlayStation 4,SONY,8th,N,2015,Action,Nordic Games,0.02,0.03,0,0.01,0.06
12449,Risen 3: Titan Lords,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Deep Silver,0,0.05,0,0.01,0.06
12691,Romance of the Three Kingdoms 13,PS4,PlayStation 4,SONY,8th,N,2015,Action,Tecmo Koei,0.01,0,0.05,0,0.06
12694,Utawarerumono: Itsuwari no Kamen,PS4,PlayStation 4,SONY,8th,N,2015,Adventure,Aqua Plus,0,0,0.06,0,0.06
12728,Rugby World Cup 2015,PS4,PlayStation 4,SONY,8th,N,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06
12731,Nights of Azure,PS4,PlayStation 4,SONY,8th,N,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
12784,MX vs. ATV Supercross Encore,PS4,PlayStation 4,SONY,8th,N,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06
12802,Handball 16,PS4,PlayStation 4,SONY,8th,N,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06
12804,Grand Kingdom,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Nippon Ichi Software,0.02,0,0.03,0,0.06
12950,Arcania: Gothic 4,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Nordic Games,0.04,0,0,0.01,0.05
13014,WRC 5: FIA World Rally Championship,PS4,PlayStation 4,SONY,8th,N,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
13015,Earth Defense Force 4.1: The Shadow of New Despair,PS4,PlayStation 4,SONY,8th,N,2015,Shooter,Xseed Games,0.02,0.02,0,0.01,0.05
13125,Steins;Gate 0,PS4,PlayStation 4,SONY,8th,N,2015,Adventure,PQube,0,0,0.05,0,0.05
13140,Sengoku Basara 4: Sumeragi,PS4,PlayStation 4,SONY,8th,N,2015,Action,Capcom,0,0,0.05,0,0.05
13262,Sword Art Online: Game Director's Edition,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05
13287,Saints Row: Gat out of Hell,PS4,PlayStation 4,SONY,8th,N,2015,Action,Deep Silver,0,0.04,0,0.01,0.05
13348,Game of Thrones (Telltale),PS4,PlayStation 4,SONY,8th,N,2015,Adventure,Telltale Games,0.04,0,0,0.01,0.05
13678,Nitroplus Blasterz: Heroines Infinite Duel,PS4,PlayStation 4,SONY,8th,N,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04
13856,Hyperdimension Neptunia Victory II,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Idea Factory International,0,0,0.04,0,0.04
14085,Assassin's Creed Chronicles: China,PS4,PlayStation 4,SONY,8th,N,2015,Action,Ubisoft,0,0.03,0,0.01,0.04
14230,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,PlayStation 4,SONY,8th,N,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
14626,Exist Archive: The Other Side of the Sky,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,Aksys Games,0,0,0.03,0,0.03
14760,Let's Sing 2016,PS4,PlayStation 4,SONY,8th,N,2015,Action,FuRyu Corporation,0.02,0,0,0.01,0.03
14837,The Peanuts Movie: Snoopy's Grand Adventure,PS4,PlayStation 4,SONY,8th,N,2015,Action,Activision,0,0.02,0,0,0.03
14885,God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,PlayStation 4,SONY,8th,N,2015,Misc,Namco Bandai Games,0,0,0.03,0,0.03
14981,Blade Arcus from Shining EX,PS4,PlayStation 4,SONY,8th,N,2015,Fighting,Sega,0,0,0.02,0,0.02
15089,Rugby League Live 3,PS4,PlayStation 4,SONY,8th,N,2015,Action,Tru Blu Entertainment,0,0.02,0,0,0.02
15445,Legend of Kay Anniversary,PS4,PlayStation 4,SONY,8th,N,2015,Action,Nordic Games,0,0.02,0,0,0.02
15477,Natsuiro High School: Seishun Hakusho,PS4,PlayStation 4,SONY,8th,N,2015,Action,D3Publisher,0,0,0.02,0,0.02
15542,The Talos Principle,PS4,PlayStation 4,SONY,8th,N,2015,Puzzle,Devolver Digital,0,0.02,0,0,0.02
15928,Professional Farmer 2016,PS4,PlayStation 4,SONY,8th,N,2015,Action,Namco Bandai Games,0,0.01,0,0,0.02
16046,Raven's Cry,PS4,PlayStation 4,SONY,8th,N,2015,Role-Playing,TopWare Interactive,0,0.01,0,0,0.01
16336,Chaos;Child,PS4,PlayStation 4,SONY,8th,N,2015,Adventure,5pb,0,0,0.01,0,0.01
4289,Sword Art Online: Lost Song,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Namco Bandai Games,0.08,0.1,0.23,0.05,0.46
4309,Persona 4: Dancing All Night,PSV,PlayStation Vita,SONY,8th,Y,2015,Misc,Nippon Ichi Software,0.13,0.1,0.15,0.07,0.46
4719,LEGO Jurassic World,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.23,0,0.09,0.41
4998,God Eater 2: Rage Burst,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Namco Bandai Games,0,0.01,0.37,0,0.38
6781,LEGO Ninjago: Shadow of Ronin,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Warner Bros. Interactive Entertainment,0.03,0.16,0,0.05,0.24
7126,Senran Kagura: Estival Versus,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23
7305,One Piece: Pirate Warriors 3,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Namco Bandai Games,0,0.07,0.13,0.02,0.22
7901,God Eater Resurrection,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19
7942,3rd Super Robot Wars Z: Tengoku-Hen,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Namco Bandai Games,0,0,0.19,0,0.19
8393,Digimon Story: Cyber Sleuth,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17
8466,Mobile Suit Gundam: Extreme VS Force,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Namco Bandai Games,0,0,0.16,0,0.16
8867,Tokyo Xanadu,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Nihon Falcom Corporation,0,0,0.15,0,0.15
9039,Disney Infinity 2.0: Marvel Super Heroes,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Disney Interactive Studios,0,0.11,0,0.03,0.14
9413,Pro Baseball Spirits 2015,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Konami Digital Entertainment,0,0,0.13,0,0.13
9430,Resident Evil: Revelations 2,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Capcom,0.01,0.05,0.06,0.01,0.13
9920,MegaTagmension Blanc + Neptune VS Zombies,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory International,0.02,0.03,0.05,0.01,0.12
10443,Taiko no Tatsujin: V Version,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Namco Bandai Games,0,0,0.1,0,0.1
11542,Looney Tunes: Galactic Sports,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Sony Computer Entertainment,0,0.06,0,0.02,0.08
11559,Valkyrie Drive: Bhikkhuni,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,PQube,0,0.01,0.07,0,0.08
11714,WRC 5: FIA World Rally Championship,PSV,PlayStation Vita,SONY,8th,Y,2015,Sports,Bigben Interactive,0,0.06,0,0.02,0.08
11766,Yoru no Nai Kuni,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Tecmo Koei,0,0,0.07,0,0.07
11845,Utawarerumono: Itsuwari no Kamen,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Aqua Plus,0,0,0.07,0,0.07
11898,Grand Kingdom,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07
11995,BlazBlue: Chrono Phantasma Extend,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,PQube,0,0.05,0,0.01,0.07
12022,The Legend of Heroes: Trails in the Sky First Chapter,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Kadokawa Shoten,0,0,0.07,0,0.07
12026,IA/VT Colorful,PSV,PlayStation Vita,SONY,8th,Y,2015,Misc,Marvelous Entertainment,0,0,0.07,0,0.07
12308,Rugby 15,PSV,PlayStation Vita,SONY,8th,Y,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06
12562,Genkai Tokki: Moero Crystal,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Compile Heart,0,0,0.06,0,0.06
12575,Atelier Sophie: The Alchemist of the Mysterious Book,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Tecmo Koei,0,0,0.06,0,0.06
12681,Yomawari,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Nippon Ichi Software,0,0,0.06,0,0.06
12852,Samurai Warriors 4: Empires,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Tecmo Koei,0,0,0.05,0,0.05
12855,Miracle Girls Festival,PSV,PlayStation Vita,SONY,8th,Y,2015,Misc,Sega,0,0,0.05,0,0.05
12859,Saki: Zenkoku-hen,PSV,PlayStation Vita,SONY,8th,Y,2015,Misc,Kaga Create,0,0,0.05,0,0.05
12861,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Aksys Games,0.01,0,0.04,0,0.05
12893,Samurai Warriors 4-II,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Tecmo Koei,0,0,0.05,0,0.05
12935,Chaos;Child,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,5pb,0,0,0.05,0,0.05
12962,Omega Labyrinth,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,D3Publisher,0,0,0.05,0,0.05
13006,Stranger of Sword City,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Nippon Ichi Software,0.02,0.02,0,0.01,0.05
13019,SpongeBob: HeroPants,PSV,PlayStation Vita,SONY,8th,Y,2015,Platform,Activision,0.03,0.01,0,0.01,0.05
13027,Luminous Arc Infinity,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Marvel Entertainment,0,0,0.05,0,0.05
13077,To Heart 2: Dungeon Travelers,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05
13083,Steins;Gate 0,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,PQube,0,0,0.05,0,0.05
13404,Tokyo Ghoul: Jail,PSV,PlayStation Vita,SONY,8th,Y,2015,Racing,Namco Bandai Games,0,0,0.05,0,0.05
13475,Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
13477,World Trigger: Borderless Mission,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04
13486,Exist Archive: The Other Side of the Sky,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Aksys Games,0,0,0.04,0,0.04
13840,Yuki Yuna is a Hero: Memory of the Forest,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,FuRyu,0,0,0.04,0,0.04
13866,Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Experience Inc.,0,0,0.04,0,0.04
13938,The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,PlayStation Vita,SONY,8th,Y,2015,Misc,Namco Bandai Games,0,0,0.04,0,0.04
13972,Rugby World Cup 2015,PSV,PlayStation Vita,SONY,8th,Y,2015,Sports,Ubisoft,0,0.03,0,0.01,0.04
14026,Ray Gigant,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04
14082,MLB 15: The Show,PSV,PlayStation Vita,SONY,8th,Y,2015,Sports,Sony Computer Entertainment,0.03,0,0,0.01,0.04
14147,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Kadokawa Games,0,0,0.03,0,0.03
14173,Criminal Girls 2,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03
14177,Diabolik Lovers: Dark Fate,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory,0,0,0.03,0,0.03
14353,A Good Librarian Like a Good Shepherd: Library Party,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Kaga Create,0,0,0.03,0,0.03
14361,Gal Gun: Double Peace,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,PQube,0,0.02,0.01,0,0.03
14385,Hakuoki Zuisouroku Omokage Hana,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory,0,0,0.03,0,0.03
14397,Airship Q,PSV,PlayStation Vita,SONY,8th,Y,2015,Platform,Cygames,0,0,0.03,0,0.03
14435,Alia's Carnival! Sacrament,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,dramatic create,0,0,0.03,0,0.03
14440,Ebikore Photo Kano Kiss,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Kadokawa Games,0,0,0.03,0,0.03
14441,Bad Apple Wars,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory,0,0,0.03,0,0.03
14464,Renai Revenge,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,TGL,0,0,0.03,0,0.03
14552,Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Sega,0,0,0.03,0,0.03
14562,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Compile Heart,0,0,0.03,0,0.03
14584,Higurashi no Naku Koro ni Iki,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Kaga Create,0,0,0.03,0,0.03
14604,OZMAFIA!! -vivace-,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,dramatic create,0,0,0.03,0,0.03
14619,New Tokyo Legacy: Operation Babel,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,5pb,0,0,0.03,0,0.03
14650,Parfait,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,TGL,0,0,0.03,0,0.03
14688,Harukanaru Toki no Naka de 6,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Tecmo Koei,0,0,0.03,0,0.03
14757,Xblaze: Lost Memories,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Arc System Works,0.02,0,0,0.01,0.03
14813,Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,PlayStation Vita,SONY,8th,Y,2015,Simulation,FuRyu,0,0,0.03,0,0.03
14816,Kisuato,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,TGL,0,0,0.03,0,0.03
14862,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,PlayStation Vita,SONY,8th,Y,2015,Role-Playing,Idea Factory,0,0.01,0.01,0,0.03
15004,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
15043,Winning Post 8 2015,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15127,To Love-Ru Trouble: Darkness - True Princess,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,FuRyu,0,0,0.02,0,0.02
15160,Ukiyo no Roushi,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Unknown,0,0,0.02,0,0.02
15228,Diabolik Lovers: More Blood,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Idea Factory,0,0,0.02,0,0.02
15355,Hakuoki: Shinkai - Furi no Shou,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Idea Factory,0,0,0.02,0,0.02
15427,Net High,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,Marvelous Games,0,0,0.02,0,0.02
15449,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,PlayStation Vita,SONY,8th,Y,2015,Strategy,Tecmo Koei,0,0,0.02,0,0.02
15452,Angelique Retour,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15475,Date-A-Live Twin Edition: Rio Reincarnation,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Compile Heart,0,0,0.02,0,0.02
15491,Dynasty Warriors 8: Empires,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
15496,Otoko Yukaku,PSV,PlayStation Vita,SONY,8th,Y,2015,Action,D3Publisher,0,0,0.02,0,0.02
15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,PlayStation Vita,SONY,8th,Y,2015,Adventure,dramatic create,0,0,0.02,0,0.02
